layer,latent_mult,k,context_mode,feature_set,donor_type,receiver_row_idx,donor_row_idx,receiver_example_id,donor_example_id,alpha,base_score,patched_score,delta,n_selected_features,n_active_receiver_tokens,selected_features,repair,strong_repair
18,4,4,team,control3,anomalous,1693,1692,ACM2278:231,ACM2278:228,1.0,0.3368968963623047,0.3421151041984558,0.005218207836151123,3,0,"[33, 36, 233]",False,False
18,4,4,team,control3,anomalous,1694,1692,ACM2278:232,ACM2278:228,1.0,0.3103208541870117,0.31376704573631287,0.0034461915493011475,3,0,"[33, 36, 233]",False,False
18,4,4,team,control3,anomalous,25389,25386,CDE1846:435,CDE1846:430,1.0,0.4810541868209839,0.48365622758865356,0.0026020407676696777,3,0,"[33, 36, 233]",False,False
18,4,4,team,control3,anomalous,25396,25383,CDE1846:444,CDE1846:427,1.0,0.4358266294002533,0.4356072247028351,-0.0002194046974182129,3,0,"[33, 36, 233]",True,False
18,4,4,team,control3,anomalous,25401,25375,CDE1846:451,CDE1846:415,1.0,0.4562937617301941,0.4625304043292999,0.006236642599105835,3,0,"[33, 36, 233]",False,False
18,4,4,team,control3,anomalous,25408,25375,CDE1846:462,CDE1846:415,1.0,0.44189369678497314,0.4457497000694275,0.0038560032844543457,3,0,"[33, 36, 233]",False,False
18,4,4,team,control3,anomalous,25411,25406,CDE1846:465,CDE1846:458,1.0,0.4379540681838989,0.4362644553184509,-0.001689612865447998,3,0,"[33, 36, 233]",True,False
18,4,4,team,control3,anomalous,30013,30008,CMP2946:410,CMP2946:403,1.0,0.3866937458515167,0.3916652500629425,0.004971504211425781,3,0,"[33, 36, 233]",False,False
18,4,4,team,control3,benign,25375,21042,CDE1846:415,BXK2091:323,1.0,0.48000627756118774,0.4707278609275818,-0.009278416633605957,3,0,"[33, 36, 233]",True,False
18,4,4,team,control3,benign,25398,21136,CDE1846:448,BXK2091:462,1.0,0.45171621441841125,0.45428651571273804,0.0025703012943267822,3,0,"[33, 36, 233]",False,False
18,4,4,team,control3,benign,25399,20979,CDE1846:449,BXK2091:233,1.0,0.5384507179260254,0.5375133156776428,-0.0009374022483825684,3,0,"[33, 36, 233]",True,False
18,4,4,team,control3,benign,25412,73760,CDE1846:466,KRD2100:108,1.0,0.4663989841938019,0.4711015522480011,0.004702568054199219,3,0,"[33, 36, 233]",False,False
18,4,4,team,control3,benign,25418,20937,CDE1846:476,BXK2091:172,1.0,0.45957010984420776,0.45886313915252686,-0.0007069706916809082,3,0,"[33, 36, 233]",True,False
18,4,4,team,control3,benign,25419,21157,CDE1846:477,BXK2091:492,1.0,0.48583829402923584,0.48523202538490295,-0.0006062686443328857,3,0,"[33, 36, 233]",True,False
18,4,4,team,control3,benign,30013,81939,CMP2946:410,MAC2962:301,1.0,0.3866937458515167,0.3916652500629425,0.004971504211425781,3,0,"[33, 36, 233]",False,False
18,4,4,team,control3,benign,30023,50407,CMP2946:424,GRL2886:226,1.0,0.342947781085968,0.3379938006401062,-0.004953980445861816,3,0,"[33, 36, 233]",True,False
18,4,4,team,top1,anomalous,1693,1692,ACM2278:231,ACM2278:228,1.0,0.3368968963623047,0.3421151041984558,0.005218207836151123,1,0,[6567],False,False
18,4,4,team,top1,anomalous,1694,1692,ACM2278:232,ACM2278:228,1.0,0.3103208541870117,0.31376704573631287,0.0034461915493011475,1,0,[6567],False,False
18,4,4,team,top1,anomalous,25389,25394,CDE1846:435,CDE1846:442,1.0,0.4810541868209839,0.4406905472278595,-0.04036363959312439,1,1,[6567],True,True
18,4,4,team,top1,anomalous,25396,25414,CDE1846:444,CDE1846:470,1.0,0.4358266294002533,0.37318962812423706,-0.06263700127601624,1,1,[6567],True,True
18,4,4,team,top1,anomalous,25401,25375,CDE1846:451,CDE1846:415,1.0,0.4562937617301941,0.39051195979118347,-0.06578180193901062,1,1,[6567],True,True
18,4,4,team,top1,anomalous,25408,25399,CDE1846:462,CDE1846:449,1.0,0.44189369678497314,0.38444405794143677,-0.05744963884353638,1,1,[6567],True,True
18,4,4,team,top1,anomalous,25411,25406,CDE1846:465,CDE1846:458,1.0,0.4379540681838989,0.3899945914745331,-0.047959476709365845,1,1,[6567],True,True
18,4,4,team,top1,anomalous,30013,30008,CMP2946:410,CMP2946:403,1.0,0.3866937458515167,0.3916652500629425,0.004971504211425781,1,0,[6567],False,False
18,4,4,team,top1,benign,25375,21042,CDE1846:415,BXK2091:323,1.0,0.48000627756118774,0.37132665514945984,-0.1086796224117279,1,1,[6567],True,True
18,4,4,team,top1,benign,25398,21136,CDE1846:448,BXK2091:462,1.0,0.45171621441841125,0.3519213795661926,-0.09979483485221863,1,1,[6567],True,True
18,4,4,team,top1,benign,25399,20979,CDE1846:449,BXK2091:233,1.0,0.5384507179260254,0.466762512922287,-0.0716882050037384,1,1,[6567],True,True
18,4,4,team,top1,benign,25412,73760,CDE1846:466,KRD2100:108,1.0,0.4663989841938019,0.36601531505584717,-0.10038366913795471,1,1,[6567],True,True
18,4,4,team,top1,benign,25418,20937,CDE1846:476,BXK2091:172,1.0,0.45957010984420776,0.353818416595459,-0.10575169324874878,1,1,[6567],True,True
18,4,4,team,top1,benign,25419,21157,CDE1846:477,BXK2091:492,1.0,0.48583829402923584,0.38809874653816223,-0.09773954749107361,1,1,[6567],True,True
18,4,4,team,top1,benign,30013,81939,CMP2946:410,MAC2962:301,1.0,0.3866937458515167,0.3916652500629425,0.004971504211425781,1,0,[6567],False,False
18,4,4,team,top1,benign,30023,50407,CMP2946:424,GRL2886:226,1.0,0.342947781085968,0.3379938006401062,-0.004953980445861816,1,0,[6567],True,False
